final_test_acc,final_test_loss,steps_to_0.5,steps_to_0.9,weight_norm_reduction,benford_chi2_reduction,p1_change,condition,seed
1.0,1.233820785273565e-05,7500,9000,0.744268824682391,0.8157333057337006,0.16176859451683873,full_steerage_v3,6
1.0,0.0004947941051796079,7000,7500,0.7050256458892249,0.9927186425815661,0.09493965772550347,full_steerage_v3,32
0.9994202852249146,0.0024145571514964104,8000,8000,0.6453815654421022,0.9954103653730689,0.08846621678795058,full_steerage_v3,107
1.0,1.6309179045492783e-05,8000,8500,0.7399062676664563,0.7730172166946485,0.17149369605686243,full_steerage_v3,112
1.0,0.00034499133471399546,8000,8000,0.6808705159565291,0.9896530821238688,0.08898132086647487,full_steerage_v3,53
0.990338146686554,0.03553495928645134,7500,9000,0.6398271736120513,0.9912468544677461,0.08466084574378069,full_steerage_v3,42
1.0,1.3110375221003778e-05,7500,8000,0.7375483811454445,0.7842824650523041,0.16870398967676428,full_steerage_v3,77
1.0,1.4277035916165914e-05,7500,8000,0.7350658015957587,0.8011930925521071,0.1665592211034016,full_steerage_v3,38
1.0,1.0681780622689985e-05,7500,7500,0.7483790424410709,0.8035812013713762,0.1610432708580132,full_steerage_v3,34
1.0,1.4508441381622106e-05,8000,8000,0.7394692842965818,0.7934358737447623,0.16760079962768656,full_steerage_v3,49
1.0,4.00240560338716e-06,5500,6500,0.7673110932988026,0.9978466180327918,0.09246541292942967,full_steerage_v3,21
1.0,1.4918183296686038e-05,7500,8000,0.7379883149635378,0.7641663976709158,0.1720870705703165,full_steerage_v3,76
1.0,1.3847133232047781e-05,7500,8000,0.7565129801583808,0.7689000989576917,0.16161099593839903,full_steerage_v3,72
0.9897584319114685,0.02956824190914631,7500,8500,0.6718541785493304,0.9919085663684664,0.08457966661025554,full_steerage_v3,100
1.0,0.0003930869570467621,8000,8500,0.6720376240377212,0.994712392195656,0.08728475630394311,full_steerage_v3,31
1.0,1.0542421478021424e-05,7500,7500,0.748923811525786,0.7629175901984283,0.16661527965814857,full_steerage_v3,82
1.0,1.1294150681351312e-05,8000,8000,0.742456615907423,0.7703064678267606,0.1683686960568624,full_steerage_v3,79
